RECETA,Ingredientes en receta,gramos programados,Comprado,Precio al comprar
,Miel,0,No,
Pan (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Pan%2024388a385be7800fb190d681e37d39de.md),Harina,31000,No,
Pan (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Pan%2024388a385be7800fb190d681e37d39de.md),Sal,620,No,
Pan (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Pan%2024388a385be7800fb190d681e37d39de.md),Levadura Fresca,930,No,
Lentejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Lentejas%2024688a385be780e3bd65e8f55ac6ca70.md),Arroz,0,No,
Lentejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Lentejas%2024688a385be780e3bd65e8f55ac6ca70.md),Pimentón,0,No,
Lentejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Lentejas%2024688a385be780e3bd65e8f55ac6ca70.md),Caldo,0,No,
Lentejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Lentejas%2024688a385be780e3bd65e8f55ac6ca70.md),Longanizas,0,No,
Lentejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Lentejas%2024688a385be780e3bd65e8f55ac6ca70.md),Lentejas,0,No,3650
Lentejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Lentejas%2024688a385be780e3bd65e8f55ac6ca70.md),Cebolla,0,No,
Lentejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Lentejas%2024688a385be780e3bd65e8f55ac6ca70.md),Zanahoria,0,No,
Lentejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Lentejas%2024688a385be780e3bd65e8f55ac6ca70.md),Sal,0,No,
Fideos con Bolognesa Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%20Glu%2024688a385be7800c88f2c241da79d733.md),Fideos sin Gluten,560,No,
Fideos con Bolognesa Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%20Glu%2024688a385be7800c88f2c241da79d733.md),Sal,60,No,
Fideos con Bolognesa Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%20Glu%2024688a385be7800c88f2c241da79d733.md),Cebolla,400,No,
Fideos con Bolognesa Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%20Glu%2024688a385be7800c88f2c241da79d733.md),Zanahoria,400,No,
Fideos con Bolognesa Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%20Glu%2024688a385be7800c88f2c241da79d733.md),Carne Molida,3200,No,
Fideos con Bolognesa Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%20Glu%2024688a385be7800c88f2c241da79d733.md),"Salsa de tomate (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Salsa%20de%20tomate%2024788a385be7800c8b35fb6bf890672e.md) ",3200,No,
Fideos con Bolognesa (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%2024788a385be7803a8a9cd4d059e94dd3.md),Fideos,1800,No,
Fideos con Bolognesa (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%2024788a385be7803a8a9cd4d059e94dd3.md),Sal,45,No,
Fideos con Bolognesa (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%2024788a385be7803a8a9cd4d059e94dd3.md),Cebolla,300,No,
Fideos con Bolognesa (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%2024788a385be7803a8a9cd4d059e94dd3.md),Zanahoria,300,No,
Fideos con Bolognesa (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%2024788a385be7803a8a9cd4d059e94dd3.md),Carne Molida,2400,No,
Fideos con Bolognesa (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20Bolognesa%2024788a385be7803a8a9cd4d059e94dd3.md),Salsa de Tomate,2400,No,
Fideos con crema y jamón (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20crema%20y%20jam%C3%B3n%2024788a385be780a7a512d244f50827c4.md),Fideos (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Fideos%2024688a385be7800a81eec78ac805a286.md),2400,No,
Fideos con crema y jamón (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20crema%20y%20jam%C3%B3n%2024788a385be780a7a512d244f50827c4.md),Crema sin lactosa (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Crema%20sin%20lactosa%2024688a385be7804fa5bfc491266afc81.md),1600,No,
Fideos con crema y jamón (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20crema%20y%20jam%C3%B3n%2024788a385be780a7a512d244f50827c4.md),Jamón (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Jam%C3%B3n%2024688a385be7800eb21ceceeb54659f4.md),1000,No,
Fideos con crema y jamón (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20crema%20y%20jam%C3%B3n%2024788a385be780a7a512d244f50827c4.md),"Queso rallado (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Queso%20rallado%2024788a385be78051b628e70fa5fce3f0.md) ",80,No,
Fideos con crema y jamón Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20crema%20y%20jam%C3%B3n%20Glu%2024788a385be78096bf21c847c8ab7a8f.md),"Fideos sin Gluten (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Fideos%20sin%20Gluten%2024688a385be7807f8906d4953d73b559.md) ",560,No,
Fideos con crema y jamón Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20crema%20y%20jam%C3%B3n%20Glu%2024788a385be78096bf21c847c8ab7a8f.md),Crema sin lactosa (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Crema%20sin%20lactosa%2024688a385be7804fa5bfc491266afc81.md),200,No,
Fideos con crema y jamón Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20crema%20y%20jam%C3%B3n%20Glu%2024788a385be78096bf21c847c8ab7a8f.md),Jamón (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Jam%C3%B3n%2024688a385be7800eb21ceceeb54659f4.md) (1),200,No,
Fideos con crema y jamón Glu (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Fideos%20con%20crema%20y%20jam%C3%B3n%20Glu%2024788a385be78096bf21c847c8ab7a8f.md),Queso rallado (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Queso%20rallado%2024788a385be78051b628e70fa5fce3f0.md),40,No,
Tomaticán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Tomatic%C3%A1n%2024788a385be780da9019d20e77602d33.md),Arroz (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Arroz%2024688a385be7806eb9f7f7ab70a8dcdd.md),350,No,
Tomaticán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Tomatic%C3%A1n%2024788a385be780da9019d20e77602d33.md),Tomate (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Tomate%2024788a385be7806cb583e339ff144cd5.md),1000,No,
Tomaticán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Tomatic%C3%A1n%2024788a385be780da9019d20e77602d33.md),Cebolla (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Cebolla%2024688a385be78035811fc2f9ededdb23.md),200,No,
Tomaticán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Tomatic%C3%A1n%2024788a385be780da9019d20e77602d33.md),Choclo (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Choclo%2024688a385be780c1b0d5f0871c586323.md),250,No,
Tomaticán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Tomatic%C3%A1n%2024788a385be780da9019d20e77602d33.md),Carne molida (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Carne%20molida%2024688a385be780458ebce3f8e8143f04.md),800,No,
Charquicán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Charquic%C3%A1n%2024788a385be78023b06ff892a977d814.md),Papas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Papas%2024688a385be78051952ef07bb7a71e4d.md),1000,No,
Charquicán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Charquic%C3%A1n%2024788a385be78023b06ff892a977d814.md),Choclo (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Choclo%2024688a385be780c1b0d5f0871c586323.md),250,No,
Charquicán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Charquic%C3%A1n%2024788a385be78023b06ff892a977d814.md),Carne molida (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Carne%20molida%2024688a385be780458ebce3f8e8143f04.md),800,No,
Charquicán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Charquic%C3%A1n%2024788a385be78023b06ff892a977d814.md),Cebolla (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Cebolla%2024688a385be78035811fc2f9ededdb23.md),200,No,
Charquicán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Charquic%C3%A1n%2024788a385be78023b06ff892a977d814.md),Arvejas (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Arvejas%2024788a385be780ad9b5ff90abefd1f29.md),250,No,
Charquicán (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Recetario%20Familiar/Charquic%C3%A1n%2024788a385be78023b06ff892a977d814.md),Porotos Verdes (Bases%20de%20datos%20Familiares%20(Maestra%20Suprema)/Despensa%20Productos%20(Maestra)/Porotos%20Verdes%2024688a385be780deac91eb42cb2aa0a2.md),200,No,
